"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"59","GOTERM_BP_ALL","GO:0009791~post-embryonic development",145,3.85740888534185,0.000669347899164154,"Q7KRY7, Q09996, O80775, F4JY37, Q22235, P34600, Q5QN75, Q8W034, Q9V3Z6, F4K5J1, O61199, Q9SYM4, Q9W0K4, Q9VPQ6, P25439, F4K4E3, Q9LPD9, Q8L7L1, O22040, Q7KTX8, Q9C6B3, A8X5H5, P53767, Q24117, Q23978, P48166, P17789, F4IEM5, Q9TU34, Q9C774, Q5T011, P24100, Q94AH6, Q588V7, Q67Z52, Q38931, Q09522, Q9VQB7, Q9LKB9, Q11067, Q6NLV4, Q9MA90, Q14643, Q9C6W5, P51592, P40614, O23247, Q7KVH9, Q17770, Q8MPP3, P42345, Q9ZVH4, P07207, Q9CAD5, P22953, Q09530, Q18786, F4K2E9, Q941I6, Q7KRI2, Q10N20, Q94B08, Q941Q3, Q9TZC4, P40423, P10180, Q9VT28, Q0KHT7, Q8GWT4, Q9FJL0, Q9M4A1, P49029, O02621, O80507, Q38997, P48598, P11584, A8JUV0, B5X0I6, Q9U2R0, P45952, O49552, Q9LT31, Q9FFK8, Q05609, Q8IN94, Q6ZFZ4, O17214, Q9NDJ2, Q94K01, Q10G81, Q9VCE1, P45432, P34385, P12370, O01775, P41932, Q9NGX9, Q9FPS9, Q95ZQ4, Q9LKF9, P49762, Q9U299, Q9W0T1, Q21735, Q7YU29, O04714, P28271, P09446, Q9NBK5, Q9XWZ2, Q67XX3, P46873, O16011, Q8RWS8, P52478, A2A9C3, Q39211, P35129, Q7KQZ4, P23645, Q9VHH9, P55034, P08630, H2KYQ5, Q6EX42, F4JGR5, Q8VY00, Q501J6, F4I2J8, Q24524, Q8W4D0, P42282, Q8L796, Q94FB9, P48596, Q9V9J3, Q23551, O01159, Q9M8Z5, P92208, Q9ZRV4, P29503, Q9FL69, O22145, Q9LV09",3357,283,8103,1.23673332764931,0.997324726322234,0.107668319878538,1.34167180376198
"60","GOTERM_BP_ALL","GO:0060285~cilium-dependent cell motility",18,0.478850758180367,0.000682886349456832,"Q8N0X2, A8HUA1, A8IQE0, A8JF70, A0CDD4, Q39575, Q96RK4, P27766, Q5TYW6, P12759, Q9P2D7, Q63164, Q8TD57, Q8WXX0, Q9BXC9, Q39604, B3DH20, Q09JZ4",3357,22,8103,1.97489641725567,0.997626902702941,0.107768294644982,1.36863155730578
"61","GOTERM_BP_ALL","GO:0010927~cellular component assembly involved in morphogenesis",102,2.71348762968875,0.000799770676427088,"Q5ZJ24, Q96RY7, Q5DM57, Q96RK4, Q39575, Q63170, Q8VD72, Q96PY6, P20794, Q9D2H2, Q9P2D7, Q63164, P17789, Q5R573, Q9BPU9, Q10137, Q9JLI7, A8JF70, Q5RBP4, Q0IIM2, B2GV50, Q45VK7, Q5FWU8, Q8CHB8, Q10657, Q8NEZ3, Q9UNH5, Q8C5T8, Q9D5S7, Q8VIG3, P07207, A8WGF4, A6N6J5, Q9SMH5, Q8IWZ6, Q5REB9, Q9TZC4, Q8R3P7, Q9P2H3, B3DH20, Q641Z6, P49858, Q98SP7, Q9VLC0, A8IQE0, Q6NYH1, Q5DU05, Q8NFJ9, P11584, Q9ULC3, Q8LES0, Q01484, Q9P2K1, O35594, Q92562, P38994, Q9P2S5, Q23TC2, F1MLB4, Q4G0X9, A8I4E9, P27766, Q7ZVC2, Q3UGF1, P17210, Q8NEP3, P18091, Q80W93, Q9R1S0, Q9BXC9, Q8BR76, Q2XQY7, Q03017, B2RWS6, Q5RBT8, A7MBH5, A7MBP4, P46873, Q8BKE9, Q7M6Z5, O88848, O15439, Q9TTH8, Q8WXX0, Q99JD4, Q5R978, Q24020, Q6GN70, Q23H79, Q8N0X2, P51954, A1ZA47, Q5TYW6, Q149C2, Q32KV4, P42282, Q9C0B2, O95922, P92208, A4III8, A4IHR1, Q39604, Q09JZ4",3357,191,8103,1.28902488665553,0.99915688070795,0.122853733828632,1.60109782072683
"62","GOTERM_BP_ALL","GO:0048507~meristem development",11,0.292631018888002,0.00101162882702545,"Q588V7, Q9M8Z5, Q05609, Q8W4D0, Q8W4I9, Q9SL67, Q9LPD9, Q6ZFZ4, Q8LES0, Q9LT02, Q9LV09",3357,11,8103,2.41376228775693,0.999870833755537,0.150245215031753,2.02112674516681
"63","GOTERM_BP_ALL","GO:0031154~culmination involved in sorocarp development",11,0.292631018888002,0.00101162882702545,"Q23917, P05987, Q54KA7, Q54YZ0, Q54P13, P08799, Q54BU4, Q54JR2, Q54JH6, Q54QB1, Q54I71",3357,11,8103,2.41376228775693,0.999870833755537,0.150245215031753,2.02112674516681
"64","GOTERM_BP_ALL","GO:0071496~cellular response to external stimulus",84,2.23463687150838,0.00108088347200977,"Q86GL4, Q2T9M1, Q1JQE0, Q2KHZ8, P46896, Q9SJT7, Q9M9W8, Q14191, Q550K8, Q09136, P11505, P08799, Q5RDH5, Q9UV51, Q558K8, Q80YX1, Q9JHE5, Q9XWF4, Q3UHK8, Q5E9U9, Q9WTN3, P00787, Q9VCE1, Q8T6B7, Q9NQL2, Q54I71, P42644, Q8T6J2, O18868, Q84MB6, Q70KH2, Q0WVW7, Q95ZQ4, Q54QB1, P28178, Q8VYK7, Q28948, P52285, P52624, Q54BU4, Q54JR2, Q7ZVK3, Q8T2I8, P26794, Q54LY5, Q9HB90, Q8R081, A0A0G2JZ79, Q94527, P42345, P32232, P48506, P34117, Q98943, Q63486, Q54R82, P05987, Q54YZ0, P42525, Q7TT45, Q9XYS3, Q92616, P43006, Q54JH6, Q6XVN8, P19468, P49078, Q9LT02, Q8MQU6, Q23917, Q9FT74, Q54KA7, P40724, Q54P13, Q9EP80, Q9Y2U5, Q5H879, P92208, Q8N122, E9PVA8, Q9LRZ5, Q8T8P3, Q86H13, Q54TR1",3357,154,8103,1.31659761150378,0.99993005125645,0.157054218875676,2.15806069440102
"65","GOTERM_BP_ALL","GO:0003006~developmental process involved in reproduction",211,5.61319499866986,0.00113304265208416,"Q86GL4, Q7KRY7, Q09442, O80775, Q9SLK6, P62755, F4JY37, Q8W034, P13395, Q9SYM4, Q2HJ97, O22040, Q96SB4, Q9C6B3, Q24117, Q01842, Q23978, P17789, Q8T6J2, Q9C774, P24100, Q9DAK2, Q54QB1, Q67Z52, Q2TA06, Q94901, Q10137, Q54BU4, Q6NLV4, Q9C6W5, P10383, P51592, P40614, A0A0G2JZ79, Q8CHB8, A2AJK6, P07207, P05987, Q8BPT6, Q7Z4T8, Q8NI77, P13582, Q01820, F4K2E9, Q9Y194, Q10N20, Q941Q3, Q9VT65, Q9W420, Q9VT28, Q86H13, Q1HFZ0, Q9FJL0, Q54TR1, Q9JJY4, Q9M4A1, Q8MQJ9, P30153, B5X0I6, Q18885, O49552, Q9LT31, Q9FFK8, P08799, Q6ZFZ4, P38994, O08586, O62698, Q94K01, Q10G81, P12370, Q3UGF1, Q9FPS9, Q9LKF9, P49762, Q9VHS8, P28178, Q9U299, P52285, Q15349, Q9UQB9, Q54JR2, Q8T2I8, Q8RWS8, P23645, Q8WU20, Q9QVC8, P08630, P34117, Q5R978, Q6EX42, Q05086, P42525, O08759, F4JGR5, Q8N0X2, Q8VY00, F4I2J8, Q9XYS3, P42282, Q8L796, P32598, P27791, P05132, P92208, Q9ZRV4, P29503, Q8T8P3, O22145, P43246, Q9LV09, Q01085, Q9NR09, Q96J94, Q69ZR2, Q96RK4, Q8T6B9, F4K5J1, Q9W0K4, P25439, F4K4E3, Q9LPD9, P36601, Q558K8, Q99828, Q9VVI9, P97454, P00787, Q8T6B7, P48166, Q54I71, F4IEM5, Q94KD3, O01346, Q11183, Q94AH6, P16905, Q24368, P10815, Q09522, Q9JLI7, Q9LKB9, Q9V359, P09622, B2GV50, P05049, O23247, Q8NEZ3, P42345, Q9ZVH4, Q8VIG3, Q9CAD5, P97477, Q09530, P92177, Q14151, Q18786, Q8MQU6, Q941I6, Q54KA7, Q54P13, Q9TZC4, P10180, P40423, Q0WPX9, P49858, Q6UPR8, Q9VLC0, P49029, O80507, Q8INB9, Q38997, Q9VQQ9, P48598, P11584, Q9SLG9, Q550K8, Q91YE3, Q95JX4, Q80YX1, Q24547, Q9NDJ2, P25867, P45432, Q86S05, P17210, Q9VTE5, Q9BXC9, Q03017, Q9BYW2, P37276, Q9M1K2, Q9W0T1, O04714, Q08DJ8, Q54LY5, P35129, Q7KQZ4, P55034, Q5EAK6, Q98943, Q54R82, Q54YZ0, P54609, Q24524, Q8W4D0, Q54JH6, Q9Y0A1, Q23917, Q9M8Z5, Q95RA8, Q9FL69",3357,432,8103,1.17894408036276,0.999955929126653,0.161348345652008,2.26107248206718
"66","GOTERM_BP_ALL","GO:0008380~RNA splicing",161,4.28305400372439,0.00114058015005001,"Q9FKB0, Q9UPN6, Q5ZIQ3, Q10156, Q09442, Q90WU3, Q921M3, P43333, Q09305, P34600, P59708, Q8T6B9, Q8W034, Q5EAV6, Q8T295, Q22708, Q9BZI7, O60508, Q9CS74, F4K4E3, Q9ZQW8, Q96SB4, C1E9Y5, Q9CPW7, Q0DKM4, Q9LFN6, Q8WYA6, Q91VN6, Q6P8E9, Q9SUM2, Q3US41, Q5U3F2, Q0WMV8, B2RY56, P92948, Q53GS9, P0CQ96, F4IAT2, Q9DCD2, Q94901, Q9CZU3, Q28BZ1, Q5XJS5, Q99PV0, Q7ZUG0, Q9VU02, Q7SXM7, Q1ZXK3, Q8W117, Q5XH16, Q6P2Q9, Q9LM92, Q55D17, Q8CFQ3, P35182, P83877, Q09530, O13792, Q8CGC6, Q18786, O42661, F4K2E9, P52756, Q13435, Q4TVV3, B4KCD5, Q9CQQ8, Q5ZJ85, Q65WT0, Q5RKQ0, Q8NIW7, C1FXW9, Q86TN4, Q9FGZ9, O43719, Q10752, O43447, Q14562, Q05048, Q1JQE0, Q9JJY4, O22899, Q9CQI7, Q12874, P49029, Q6AYB3, P63155, P30153, O14045, Q9C5J3, Q9VD92, Q2PFW9, O13615, Q07538, Q15428, Q15427, Q13523, Q08211, P62323, O14036, Q53RK8, Q24562, Q9VSH4, Q5R814, O22785, Q08C72, Q6Z358, O94906, Q6DID3, Q9NDJ2, Q94K01, Q8GX84, Q13107, Q6DGP2, Q9CWX9, Q9USH5, Q7QCW2, Q42404, P62313, Q5RCP3, Q5RC80, P42698, Q9VHI4, Q96DI7, Q9IBD1, Q9Y388, Q3MHE2, Q99633, Q15393, P49762, Q9VHS8, Q6NXG1, Q54F05, Q6P886, Q9LZQ9, O75533, O35900, Q9HB90, Q8R081, O16011, P15330, Q96DF8, Q9JMJ4, Q5ZK35, Q8RXF1, Q86U44, Q6NS21, Q5SUF2, Q8VY00, Q5F3X4, Q9D0B0, O75643, Q27294, F4I2J8, Q5EAR5, O54781, O43172, Q9BZJ0, A0JNI5, O01159, Q4FZQ6",3357,321,8103,1.21064089822076,0.999958775243668,0.159767883840811,2.27595013886707
"67","GOTERM_BP_ALL","GO:0071229~cellular response to acid chemical",37,0.984304336259644,0.00116592301146742,"Q1JQE0, P28583, O04714, Q9CYP7, Q38997, Q9C5Z2, Q8BKC5, Q9HB90, Q9NS86, O48538, P48506, Q8L7L1, P53683, P35951, Q80YX1, Q63486, Q8RWL2, Q7TT45, Q9FJR0, Q9WTN3, Q9SJ61, P19468, P41233, Q9NQL2, Q38873, F4IUX6, F4IEM5, Q9ZV15, Q8IWV8, Q9FT74, O80396, Q9SMX1, Q0WVW7, Q8N122, Q94AH6, Q39024, Q3E9C0",3357,58,8103,1.53981387322425,0.999967063818483,0.160485193606482,2.32595657773151
"68","GOTERM_BP_ALL","GO:0051321~meiotic cell cycle",94,2.50066507049747,0.00130426731776465,"Q96J94, Q9M4A1, Q9BXW9, Q90ZA1, Q9USQ7, Q961G1, Q09442, Q07970, Q13472, P30153, F4JY37, P0C6Y7, P48598, P84169, Q03441, P70388, P27636, Q5QN75, Q8RWV3, Q9BSJ2, P15348, Q96EQ9, O94606, Q8W4I9, A4IJ21, Q9YGY3, P36601, P22694, P38994, Q9XGM2, Q9UV51, O74184, O94901, O62698, P08965, Q6ZQK0, P63331, O14448, P25867, O94235, O74944, Q7QCW2, P53034, O59922, P41932, Q27889, Q8VWF5, P67777, F9W301, Q16JS8, P24100, Q95ZQ4, P53695, Q8GYD2, Q6Q1P4, Q39024, O93794, Q2TA06, P10815, Q9MA98, Q10137, P09446, Q15349, O04716, Q9UQB9, O43196, Q9QZD4, Q08DJ8, O46374, P41410, P51592, Q9FKS4, P08096, Q8VIG3, Q5EAK6, P60330, P97477, Q9SF37, Q09530, P48727, G5ED84, Q8NI77, O59790, Q9SVV9, Q941I6, Q8IWV8, P32598, P05132, P27791, Q9ZRV4, Q56YN8, P43246, Q1HFZ0, Q9FJL0",3357,176,8103,1.28916849459745,0.999990329053604,0.175055971947563,2.59850857466049
"69","GOTERM_BP_ALL","GO:0097306~cellular response to alcohol",23,0.611864857674913,0.0016093494248224,"Q8RWL2, Q24368, Q9W0T1, P63331, P28583, O04714, P62755, Q38997, Q8VID5, Q9SJ61, P41233, P54860, Q9C5Z2, Q38873, P11915, F4IEM5, Q9ZV15, Q9NS86, O48538, P51542, Q8L7L1, Q3E9C0, P53683",3357,32,8103,1.73489164432529,0.999999352005454,0.208318766998891,3.19699818019072
"70","GOTERM_BP_ALL","GO:0034470~ncRNA processing",188,5.00133014099494,0.00161077748038739,"Q8VBV3, Q45826, O94268, O74777, Q9H0A0, Q9HDY4, Q9CAX6, O80775, P62755, Q54UB1, Q86HD3, Q2KHP8, Q90WU3, O94443, Q10257, Q8S1Z1, A7MHT9, Q7SYR1, Q9BTF0, Q8C460, Q9NV31, P49692, Q04217, Q0UWT7, Q5F3D7, A5I5U3, C1E9Y5, Q9SP08, O00567, Q9VK89, Q9UTP9, Q5ZIY4, Q6P8E9, Q5SWD9, Q14684, Q96PZ0, Q8R2N2, O94653, O14717, Q8NDF8, O35130, Q7UHU7, C5JMX0, Q5ZIH0, Q8RXN5, A7TMF9, Q8R5K4, P36428, Q9P4X3, Q6PAT0, Q5U2W5, Q54PB2, Q09522, Q9CZU3, O94387, Q9C9R3, Q5HZH2, A6QLH5, P35687, Q2GZQ4, O13861, A0A0G2JZ79, P20447, A2AJK6, Q803X4, P35182, Q9FMU5, Q8N8A6, F4K2E9, Q9SHL7, Q6BIK6, O88796, Q3SWZ4, Q6P8C4, O14214, Q9UJK0, Q6FLF3, Q0P4H0, Q86TN4, Q755N4, Q1HFZ0, Q3MIT2, Q9NYH9, Q5QMN3, O74351, A7MAZ3, Q6AYD3, Q4QR99, Q9JI38, Q9Y2P8, Q9H0D6, Q5RFQ0, O14045, Q91WM3, Q9VD92, Q5XIA3, O14040, Q9BZE4, O22928, Q6P4S8, A4IIX9, Q149F1, Q28E61, Q3T042, Q8VCZ8, P21269, Q09916, Q8NI36, Q9D7B1, Q01780, Q10101, Q86IZ9, Q6DHJ1, Q56X76, Q12056, A2RSX7, Q8C4J7, Q5TUF1, A1A4L5, Q8GX84, Q9Y2X3, Q9CWX9, Q5ZKM1, A7SWH1, Q7SBC6, P62313, O36015, Q13395, Q9VAQ5, Q15024, A1C5V3, Q9SK22, Q54CD8, O94480, Q9Y3B2, Q54TJ4, Q59LU0, Q5R631, Q9C1X1, Q8H4D4, P53759, Q9LD90, Q74GW7, Q0V8R7, P28634, Q75K27, P46778, Q8IY37, O94248, Q0CY48, A0JMQ0, Q14690, Q9CR57, O95478, O13823, Q6VEU1, P47838, Q4IR18, Q86U44, P46782, Q6NS21, Q8H136, Q9NR30, P56183, B3MA91, Q7KWX9, Q8BHB4, Q869Q2, Q5EAR5, Q8K301, Q9HGM5, Q94K73, Q9LZH9, Q4G073, Q9W4M9, Q9USJ1, P32598, Q08DI8, P22232, Q9H7B2, Q7ZVE0, Q06287, Q5JKF2, Q9CY21, Q9BRS2, Q07G10, O22145, Q9CWH5",3357,383,8103,1.18482326396424,0.99999936015376,0.205492513386165,3.19979140758845
"71","GOTERM_BP_ALL","GO:0016053~organic acid biosynthetic process",109,2.89970736898111,0.00190702478836774,"Q9NYL5, Q78JT3, Q2RIB4, P49420, Q9VW26, A9V3C0, D3Z7P3, Q7SY06, Q9M8S8, Q0V8E4, P87131, Q8R3F5, P80404, Q09136, O09174, O34849, Q99685, P53396, P22045, Q9FPH3, P12785, Q58696, O27390, Q9WTN3, P16120, A8NEP3, P80576, Q0JKD0, Q9KPQ9, O00763, P19582, Q9P7G9, Q9LYU8, Q8CHR6, O08651, Q6Y1H2, Q92203, Q64380, Q96IV6, Q6P7I0, A0A0G2JZ79, O29445, Q9S7H8, Q9GKT2, Q58424, P49079, Q54GT6, P49078, Q9S281, Q9NRN7, Q92506, Q74E52, Q05762, D3K0R6, Q9M439, Q46857, Q8TD30, Q53FZ2, P0CM22, P96202, O14734, P49748, Q182I1, P54689, P49366, Q38997, Q67W29, Q05609, Q5RDH5, Q4JIJ3, Q64542, Q83A83, Q5REV5, Q9SJD4, Q9FNK4, O62698, Q10289, Q93VR3, Q4W946, Q9C5C4, P52922, Q54XS1, P0AB91, Q5R5D5, Q28948, O04714, P00504, Q9UT44, O05394, P92958, Q571F8, Q2KIA4, Q2GY21, Q5ZJR8, Q99104, Q8IVS2, P32232, O70490, Q0V6P9, P28777, Q5XTS1, Q57695, Q9LV03, O60760, P27653, Q7Q6A7, Q54HH2, Q2QXY1, P51542",3357,210,8103,1.25285756840717,0.999999953673696,0.235135391495229,3.77758764312275
"72","GOTERM_BP_ALL","GO:0090627~plant epidermal cell differentiation",10,0.266028198989093,0.00223716677412451,"O48709, F4JLE5, F4K5J1, Q8W1X2, F4HTM3, Q9LKB9, Q94A97, P55034, F4K2E9, Q0WPX9",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"73","GOTERM_BP_ALL","GO:0009856~pollination",10,0.266028198989093,0.00223716677412451,"Q10N20, Q9M1K2, P54609, Q94KD3, Q9FHN8, Q9SLK6, Q9SLG9, Q9LT02, F4J4C8, Q0WPX9",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"74","GOTERM_BP_ALL","GO:0009932~cell tip growth",10,0.266028198989093,0.00223716677412451,"Q52T38, Q9M1K2, O48709, P54609, F4JLE5, Q94KD3, F4K5J1, Q9SLK6, Q9SLG9, Q0WPX9",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"75","GOTERM_BP_ALL","GO:0010053~root epidermal cell differentiation",10,0.266028198989093,0.00223716677412451,"O48709, F4JLE5, F4K5J1, Q8W1X2, F4HTM3, Q9LKB9, Q94A97, P55034, F4K2E9, Q0WPX9",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"76","GOTERM_BP_ALL","GO:0000160~phosphorelay signal transduction system",10,0.266028198989093,0.00223716677412451,"Q23917, O80396, O48538, Q05609, Q8GWE6, Q94AH6, Q9EPI9, Q02280, Q9S7J8, P42644",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"77","GOTERM_BP_ALL","GO:0031288~sorocarp morphogenesis",10,0.266028198989093,0.00223716677412451,"Q23917, P05987, Q8T6J2, Q54P13, Q8T8P3, Q8T6B7, P28178, Q54I71, Q54TR1, Q8MQU6",3357,10,8103,2.41376228775693,0.999999997518461,0.266259454607778,4.41762930609605
"78","GOTERM_BP_ALL","GO:0006265~DNA topological change",13,0.345836658685821,0.00272927038184942,"Q6IM78, Q9M4A1, P41515, P11387, Q13472, O95985, O16140, O46374, P15348, F4ISQ7, P08096, Q9Z321, O93794",3357,15,8103,2.091927316056,0.999999999968432,0.310633724726845,5.36415778878173
"79","GOTERM_BP_ALL","GO:0006814~sodium ion transport",39,1.03750997605746,0.00274515994767108,"Q8TJA9, Q8IZF0, P31637, Q9W0Y8, Q86UD5, Q9HC58, Q3ZMH1, P13607, Q5ZM14, Q1EHB4, P57103, B4GVM9, Q7T384, Q8K596, Q8F641, Q9LKW9, Q9U6A0, Q9JHE5, S4R2P9, Q4ZJI4, G5E8K5, A2A259, Q5I012, P48765, P48768, Q9JKZ2, O70511, P70549, Q5R7F0, Q9UI40, Q9QZS5, B3NV41, Q12955, Q8R4D1, Q6DEL1, P48553, Q8N695, P38361, Q898Q9",3357,64,8103,1.47088639410188,0.999999999972582,0.308216487845751,5.39457133748859
"80","GOTERM_BP_ALL","GO:0006397~mRNA processing",192,5.10774142059058,0.00335788055681836,"Q9FKB0, Q5R405, Q9UPN6, Q5ZIQ3, Q10156, Q6FQ31, Q09442, Q90WU3, Q921M3, P43333, Q8GUP1, Q09305, P34600, P59708, Q8T6B9, Q8W034, Q5EAV6, Q22708, Q8T295, Q9BZI7, O60508, Q9CS74, F4K4E3, Q9ZQW8, Q96SB4, Q9CPW7, Q0DKM4, Q9LFN6, Q8WYA6, Q91VN6, Q6P8E9, Q9SUM2, Q3US41, Q5U3F2, Q0WMV8, Q1MTD3, B2RY56, Q8NDF8, P92948, Q53GS9, P0CQ96, F4IAT2, Q9DCD2, Q94901, Q9CZU3, Q28BZ1, Q5XJS5, Q99PV0, O94387, Q6NLV4, Q7ZUG0, Q9VU02, Q7SXM7, Q1ZXK3, Q5XH16, Q6P2Q9, Q08DF7, Q9LM92, Q55D17, Q86U06, Q8CFQ3, P83877, Q09530, O94432, Q8CGC6, O13792, Q18786, O42661, F4K2E9, Q6Z9U7, P52756, Q13435, Q4TVV3, Q8BIQ5, B4KCD5, Q9CQQ8, Q8K339, Q5ZJ85, Q65WT0, Q6AXQ5, Q5RKQ0, Q8NIW7, C1FXW9, Q941Q3, Q9FGZ9, O43719, Q10752, O43447, Q05048, Q14562, Q1JQE0, Q9JJY4, O22899, Q9LQ14, Q9H0D6, Q9CQI7, Q12874, Q8W0Z9, Q6AYB3, P63155, Q9C5J3, Q2PFW9, O13615, Q07538, Q15428, Q15427, Q13523, Q08211, P62323, O14036, Q53RK8, Q24562, Q9VSH4, Q5R814, O22785, Q08C72, Q6Z358, O94906, Q94K01, Q6DID3, Q9NDJ2, Q8GX84, P31209, Q13107, Q6DGP2, Q9CWX9, Q9USH5, Q54E49, Q7QCW2, Q42404, O64642, P62313, Q5RCP3, P42698, Q6PIY7, Q5RC80, O46102, Q9VHI4, Q96DI7, P79101, Q9IBD1, Q9Y388, Q3MHE2, Q9LKF9, Q15393, Q99633, P49762, Q9VHS8, Q6NXG1, Q6L8Q7, Q9U299, O13936, Q9VM71, Q54F05, Q6P886, Q9LZQ9, Q4E123, O75533, P50750, O35900, Q14690, Q08DJ8, Q54J73, Q8R081, O16011, P15330, A9LNK9, Q96DF8, Q9JMJ4, Q5ZK35, Q8RXF1, Q86U44, Q6NS21, Q80X82, Q5SUF2, P79942, Q8VY00, Q5F3X4, Q9D0B0, O75643, Q27294, F4I2J8, O54781, O43172, Q55E68, Q9BZJ0, P32598, P27791, P05132, A0JNI5, O01159, Q4FZQ6",3357,397,8103,1.16736110642149,0.999999999999881,0.35862225082132,6.56029376601038
"81","GOTERM_BP_ALL","GO:0071215~cellular response to abscisic acid stimulus",14,0.37243947858473,0.00361671319572464,"Q9ZV15, F4IEM5, Q8RWL2, Q9NS86, O48538, P28583, O04714, Q38997, Q9SJ61, Q9C5Z2, Q38873, Q8L7L1, Q3E9C0, P53683",3357,17,8103,1.98780423697629,0.999999999999988,0.375870871054474,7.0486190132981
"82","GOTERM_BP_ALL","GO:0008016~regulation of heart contraction",28,0.74487895716946,0.00373096805532636,"Q8QGH2, Q7KRY7, P0C605, Q01063, Q6PI78, H2LRU7, Q14643, Q01484, O08849, A0A0G2JZ79, P10253, Q64542, Q03043, P57103, P51906, B3DHU2, Q9WTN3, Q08499, P82995, P48765, P32023, Q02280, Q16720, D3K0R6, P51589, Q9W0Y6, Q99571, Q8C8R3, P17970",3357,43,8103,1.5717521873766,0.999999999999996,0.380764494798112,7.26340481282172
"83","GOTERM_BP_ALL","GO:0009755~hormone-mediated signaling pathway",57,1.51636073423783,0.0039059942630774,"Q5PQL2, Q5SWW4, Q38997, Q9C5Z2, A5YKK6, Q9NS86, O48538, Q05609, A0JP85, Q2HJ97, Q9S7J8, P53683, Q2QM47, P41216, Q9FJR0, Q8L7U5, Q5NVI9, F4IUX6, P42644, F4IEM5, Q9ZV15, O80396, Q5TJE1, Q9UBS8, P62510, Q8GWE6, Q94AH6, Q39024, A1A5H6, O75925, Q24368, O94874, Q9W0T1, B2RWS6, P28583, O04714, Q6ZQ08, P63036, P53042, Q39012, A0A0G2JZ79, Q39054, Q60EX6, Q9QVC8, Q9LR78, Q8RWL2, Q05086, O08759, Q501J6, Q9QXN3, Q9SJ61, Q14151, Q38873, Q8K0V4, Q9SMX1, Q3E9C0, A7MAZ3",3357,102,8103,1.34886716080534,0.999999999999999,0.390202603032933,7.59151910125283
"84","GOTERM_BP_ALL","GO:0030031~cell projection assembly",105,2.79329608938547,0.00398402764120687,"Q9NR80, Q5ZJ24, Q96RY7, Q5DM57, Q5VZK9, Q553Y7, Q96RK4, Q39575, Q63170, Q8VD72, Q96PY6, P20794, Q9D2H2, Q9P2D7, Q63164, O00909, A0PFK7, Q5R573, Q92609, P26990, Q9BPU9, Q9JLI7, A8JF70, Q5RBP4, Q0IIM2, B2GV50, Q5FWU8, Q45VK7, Q8CHB8, Q13099, Q8NEZ3, Q9UNH5, P42345, Q8C5T8, Q9D5S7, Q8VIG3, P07207, A8WGF4, A6N6J5, P82995, Q9SMH5, Q8IWZ6, Q9P2H3, Q8R3P7, B3DH20, Q641Z6, Q98SP7, A8IQE0, O60447, Q6NYH1, Q5DU05, Q8NFJ9, P11584, Q9ULC3, Q9P2K1, Q9VF87, P08799, O35594, Q5ZM14, Q9P2S5, Q23TC2, F1MLB4, Q4G0X9, A8I4E9, P27766, Q7ZVC2, Q3UGF1, Q13393, Q8NEP3, Q80W93, Q9NVG8, Q9R1S0, Q9BXC9, Q8BR76, Q2XQY7, Q29611, Q5RBT8, A7MBH5, A7MBP4, P46873, Q6NN85, Q8BKE9, Q7M6Z5, O88848, O15439, Q8WXX0, Q00262, Q5R978, Q6GN70, Q23H79, Q9UPY6, Q8N0X2, P51954, Q24524, Q9Y0A1, Q5TYW6, Q149C2, Q32KV4, Q9C0B2, Q23917, O95922, A4III8, A4IHR1, Q39604, Q09JZ4",3357,205,8103,1.23631726933891,1,0.39190479597797,7.73744910918342
"85","GOTERM_BP_ALL","GO:2000243~positive regulation of reproductive process",15,0.399042298483639,0.00445774633382588,"O62698, P08965, P97477, Q99828, Q2TA06, P09446, P0C6Y7, Q9SVV9, Q8VWF5, Q96EQ9, P92208, Q9TZC4, Q8W4I9, Q95ZQ4, Q9ZVH4",3357,19,8103,1.90560180612389,1,0.422455669375133,8.6186592762033
