FRP,Uniq_ID,trtmnt_tank,sample_day,infection_status,maturity,tube_number,
6113,6113_419_26,cold,26,0,I,419,419-2
6116,6116_417_26,cold,26,1,I,417,417-2
6117,6117_440_26,cold,26,0,I,440,440-2
6118,6118_430_26,cold,26,1,I,430,430-2
6119,6119_461_26,cold,26,0,I,461,461-2
6120,6120_459_26,cold,26,1,I,459,459-2
6126,6126_418_26,cold,26,1,I,418,418-2
6128,6128_441_26,cold,26,1,I,441,441-2
6132,6132_406_26,cold,26,0,I,406,406-2
6133,6133_434_26,cold,26,0,I,434,434-2
6138,6138_453_26,cold,26,0,I,453,453-2
6140,6140_429_26,cold,26,1,I,429,429-2
6141,6141_451_26,cold,26,1,I,451,451-2
6147,6147_421_26,cold,26,0,I,421,421-2
6148,6148_405_26,cold,26,1,I,405,405-2
6149,6149_437_26,cold,26,1,I,437,437-2
6151,6151_454_26,cold,26,1,I,454,454-2
6153,6153_404_26,cold,26,0,M,404,404-2
6154,6154_436_26,cold,26,0,I,436,436-2
6156,6156_446_26,cold,26,0,I,446,446-2
6157,6157_423_26,cold,26,0,M,423,423-2
6160,6160_426_26,cold,26,0,M,426,426-2
6162,6162_407_26,cold,26,1,I,407,407-2
6163,6163_424_26,cold,26,1,I,424,424-2
6164,6164_460_26,cold,26,1,I,460,460-2
6167,6167_414_26,cold,26,0,I,414,414-2
6171,6171_427_26,cold,26,0,I,427,427-2
6172,6172_517_26,cold,26,0,M,517,517-2
6173,6173_420_26,cold,26,1,I,420,420-2
6174,6174_433_26,cold,26,1,I,433,433-2
6175,6175_447_26,cold,26,0,I,447,447-2
6177,6177_456_26,cold,26,1,I,456,456-2
6178,6178_410_26,cold,26,0,M,410,410-2
6187,6187_431_26,cold,26,1,I,431,431-2
6188,6188_443_26,cold,26,1,I,443,443-2
6189,6189_422_26,cold,26,0,I,422,422-2
6190,6190_452_26,cold,26,3,M,452,452-2
6191,6191_442_26,cold,26,0,I,442,442-2
6194,6194_432_26,cold,26,0,M,432,432-2
6196,6196_408_26,cold,26,1,I,408,408-2
6197,6197_449_26,cold,26,0,M,449,449-2
6198,6198_428_26,cold,26,1,I,428,428-2
6199,6199_445_26,cold,26,1,I,445,445-2
6200,6200_416_26,cold,26,3,M,416,416-2
6203,6203_425_26,cold,26,0,M,425,425-2
6204,6204_448_26,cold,26,3,M,448,448-2
6207,6207_412_26,cold,26,1,I,412,412-2
6208,6208_435_26,cold,26,1,I,435,435-2
6209,6209_444_26,cold,26,1,I,444,444-2
6215,6215_457_26,cold,26,1,#N/A,457,457-2
6278,6278_413_26,cold,26,1,I,413,413-2
6279,6279_411_26,cold,26,1,I,411,411-2
6101,6101_415_26,cold,26,0,I,415,415-3
6102,6102_439_26,cold,26,0,I,439,439-3
6103,6103_409_26,cold,26,1,I,409,409-3
6104,6104_458_26,cold,26,0,I,458,458-3
6105,6105_438_26,cold,26,1,I,438,438-3
6106,6106_450_26,cold,26,0,M,450,450-3
6108,6108_455_26,cold,26,1,I,455,455-3
6113,6113_419_26,cold,26,0,I,419,419-3
6116,6116_417_26,cold,26,1,I,417,417-3
6117,6117_440_26,cold,26,0,I,440,440-3
6118,6118_430_26,cold,26,1,I,430,430-3
6119,6119_461_26,cold,26,0,I,461,461-3
6120,6120_459_26,cold,26,1,I,459,459-3
6126,6126_418_26,cold,26,1,I,418,418-3
6128,6128_441_26,cold,26,1,I,441,441-3
6132,6132_406_26,cold,26,0,I,406,406-3
6133,6133_434_26,cold,26,0,I,434,434-3
6138,6138_453_26,cold,26,0,I,453,453-3
6140,6140_429_26,cold,26,1,I,429,429-3
6141,6141_451_26,cold,26,1,I,451,451-3
6147,6147_421_26,cold,26,0,I,421,421-3
6148,6148_405_26,cold,26,1,I,405,405-3
6149,6149_437_26,cold,26,1,I,437,437-3
6151,6151_454_26,cold,26,1,I,454,454-3
6153,6153_404_26,cold,26,0,M,404,404-3
6154,6154_436_26,cold,26,0,I,436,436-3
6156,6156_446_26,cold,26,0,I,446,446-3
6157,6157_423_26,cold,26,0,M,423,423-3
6160,6160_426_26,cold,26,0,M,426,426-3
6162,6162_407_26,cold,26,1,I,407,407-3
6163,6163_424_26,cold,26,1,I,424,424-3
6164,6164_460_26,cold,26,1,I,460,460-3
6167,6167_414_26,cold,26,0,I,414,414-3
6171,6171_427_26,cold,26,0,I,427,427-3
6172,6172_517_26,cold,26,0,M,517,517-3
6173,6173_420_26,cold,26,1,I,420,420-3
6174,6174_433_26,cold,26,1,I,433,433-3
6175,6175_447_26,cold,26,0,I,447,447-3
6177,6177_456_26,cold,26,1,I,456,456-3
6178,6178_410_26,cold,26,0,M,410,410-3
6187,6187_431_26,cold,26,1,I,431,431-3
6188,6188_443_26,cold,26,1,I,443,443-3
6189,6189_422_26,cold,26,0,I,422,422-3
6190,6190_452_26,cold,26,3,M,452,452-3
6191,6191_442_26,cold,26,0,I,442,442-3
6194,6194_432_26,cold,26,0,M,432,432-3
6196,6196_408_26,cold,26,1,I,408,408-3
6197,6197_449_26,cold,26,0,M,449,449-3
6198,6198_428_26,cold,26,1,I,428,428-3
6199,6199_445_26,cold,26,1,I,445,445-3
6200,6200_416_26,cold,26,3,M,416,416-3
6203,6203_425_26,cold,26,0,M,425,425-3
6204,6204_448_26,cold,26,3,M,448,448-3
6207,6207_412_26,cold,26,1,I,412,412-3
6208,6208_435_26,cold,26,1,I,435,435-3
6209,6209_444_26,cold,26,1,I,444,444-3
6215,6215_457_26,cold,26,1,#N/A,457,457-3
6278,6278_413_26,cold,26,1,I,413,413-3
6279,6279_411_26,cold,26,1,I,411,411-3
6129,6129_403_26,warm,26,1,I,403,403-1
6180,6180_402_26,warm,26,0,I,402,402-1
6210,6210_401_26,warm,26,1,I,401,401-1
6129,6129_403_26,warm,26,1,I,403,403-2
6180,6180_402_26,warm,26,0,I,402,402-2
6210,6210_401_26,warm,26,1,I,401,401-2
6129,6129_403_26,warm,26,1,I,403,403-3
6180,6180_402_26,warm,26,0,I,402,402-3
6210,6210_401_26,warm,26,1,I,401,401-3
6280,6280_tes_NA,NA,NA,3,NA,test1,
6281,6281_tes_NA,NA,NA,3,I,test2,
6282,6282_tes_NA,NA,NA,3,M,test3,
6129,6129_403_26,warm,26,1,I,403,403-4
6180,6180_402_26,warm,26,0,I,402,402-4
6210,6210_401_26,warm,26,1,I,401,401-4
6129,6129_403_26,warm,26,1,I,403,403-5
6180,6180_402_26,warm,26,0,I,402,402-5
6210,6210_401_26,warm,26,1,I,401,401-5
6129,6129_403_26,warm,26,1,I,403,403-6
6180,6180_402_26,warm,26,0,I,402,402-6
6210,6210_401_26,warm,26,1,I,401,401-6
