"","target","content","sample","cq","cq_mean","cq_sd","sq","log_sq","sq_sd","sq_all.runs_mean","rep_pos.neg","sample_pos.neg","year_FRP","FRP","run","comments"
"554","Hemato","Unkn-39","31-A04","24.02",24.04,0.021,15500,"4.19E+00",225,15300,"pos","pos","2017-6241",6241,"4/25/18 fourth",""
"555","Hemato","Unkn-07","30-H06","30.23",30.12,0.157,143,"2.16E+00",17.2,155,"pos","pos","2017-6242",6242,"4/27/18 2nd",""
"556","Hemato","Unkn-07","30-H06","30",30.12,0.157,167,"2.22E+00",17.2,155,"pos","pos","2017-6242",6242,"4/27/18 2nd",""
"557","Hemato","Unkn-37","32-E11","25.38",25.36,0.025,4460,"3.65E+00",78.8,4515,"pos","pos","2017-6243",6243,"4/27/18 2nd",""
"558","Hemato","Unkn-37","32-E11","25.34",25.36,0.025,4570,"3.66E+00",78.8,4515,"pos","pos","2017-6243",6243,"4/27/18 2nd",""
"559","Hemato","Unkn-30","31-F07","29.71",29.48,0.316,198,"2.296",52.7,235,"pos","pos","2017-6244",6244,"4/24/18 second",""
"560","Hemato","Unkn-30","31-F07","29.26",29.48,0.316,272,"2.435",52.7,235,"pos","pos","2017-6244",6244,"4/24/18 second",""
"561","Hemato","Unkn-27","32-E06","30.75",30.68,0.102,98.5,"1.99E+00",7.5,103.75,"pos","pos","2017-6245",6245,"4/27/18 2nd",""
"562","Hemato","Unkn-27","32-E06","30.61",30.68,0.102,109,"2.04E+00",7.5,103.75,"pos","pos","2017-6245",6245,"4/27/18 2nd",""
"563","Hemato","Unkn-35","34-H02","37.79",37.79,0,0.558,"-0.254",0,0.279,"neg","neg","2017-6246",6246,"4/27/18 first","NTC amp'd"
"564","Hemato","Unkn-35","34-H02","N/A",0,0,0,"N/A",0,0.279,"neg","neg","2017-6246",6246,"4/27/18 first","NTC amp'd"
"565","Hemato","","33-C05","",NA,NA,NA,"",NA,NA,"","NEG","2017-6247",6247,"",""
"566","Hemato","Unkn-02","30-G02","38.21",38.21,0,0.497,"-3.04E-01",0,0.2485,"neg","neg","2017-6248",6248,"4/27/18 2nd",""
"567","Hemato","Unkn-02","30-G02","N/A",0,0,0,"N/A",0,0.2485,"neg","neg","2017-6248",6248,"4/27/18 2nd",""
"568","Hemato","Unkn-22","33-H06","32.41",32.29,0.163,29.5,"1.47",3.7,32.15,"pos","pos","2017-6249",6249,"4/25/18 third",""
"569","Hemato","Unkn-22","33-H06","32.18",32.29,0.163,34.8,"1.541",3.7,32.15,"pos","pos","2017-6249",6249,"4/25/18 third",""
"570","Hemato","Unkn-02","31-H07","21.32",21.36,0.062,123000,"5.091",5090,119500,"pos","pos","2017-6250",6250,"4/25/18 first",""
"571","Hemato","Unkn-02","31-H07","21.41",21.36,0.062,116000,"5.065",5090,119500,"pos","pos","2017-6250",6250,"4/25/18 first",""
"572","Hemato","Unkn-33","33-C07","30.07",30.19,0.17,160,"2.20E+00",17.7,147.5,"pos","pos","2017-6251",6251,"4/27/18 2nd",""
"573","Hemato","Unkn-33","33-C07","30.31",30.19,0.17,135,"2.13E+00",17.7,147.5,"pos","pos","2017-6251",6251,"4/27/18 2nd",""
"574","Hemato","Unkn-23","32-B06","N/A",0,0,0,"N/A",0,0.436,"neg","neg","2017-6252",6252,"4/25/18 first",""
"575","Hemato","Unkn-23","32-B06","38.48",38.48,0,0.872,"-0.059",0,0.436,"neg","neg","2017-6252",6252,"4/25/18 first",""
"576","Hemato","Unkn-25","34-F04","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6253",6253,"4/27/18 2nd",""
"577","Hemato","Unkn-25","34-F04","N/A",0,0,0,"N/A",0,0,"neg","neg","2017-6253",6253,"4/27/18 2nd",""
"578","Hemato","Unkn-10","31-A08","37.17",37.5,0.466,1.38,"1.41E-01",0.365,1.124,"neg","neg","2017-6254",6254,"4/25/18 fourth",""
"579","Hemato","Unkn-10","31-A08","37.83",37.5,0.466,0.868,"-6.20E-02",0.365,1.124,"neg","neg","2017-6254",6254,"4/25/18 fourth",""
"580","Hemato","Unkn-30","33-E08","26.02",25.94,0.111,1680,"3.226",145,1785,"pos","pos","2017-6255",6255,"4/25/18 second",""
"581","Hemato","Unkn-30","33-E08","25.86",25.94,0.111,1890,"3.276",145,1785,"pos","pos","2017-6255",6255,"4/25/18 second",""
"582","Hemato","","33-E10","",NA,NA,NA,"",NA,NA,"","POS","2017-6256",6256,"",""
"583","Hemato","","33-H08","",NA,NA,NA,"",NA,NA,"","POS","2017-6257",6257,"","not much left"
"584","Hemato","Unkn-03","34-B06","38.12",38.08,0.055,0.528,"-2.78E-01",0.0213,NA,"neg","neg","2017-6258",6258,"4/27/18 2nd",""
"585","Hemato","Unkn-03","34-B06","38.04",38.08,0.055,0.558,"-2.53E-01",0.0213,NA,"neg","neg","2017-6258",6258,"4/27/18 2nd",""
"586","Hemato","","34-B06","",NA,NA,NA,"",NA,NA,"","NEG","2017-6258",6258,"",""
"587","Hemato","Unkn-37","34-A05","39.09",39.09,0,0.259,"-0.587",0,0.1295,"neg","neg","2017-6259",6259,"4/25/18 third",""
"588","Hemato","Unkn-37","34-A05","N/A",0,0,0,"N/A",0,0.1295,"neg","neg","2017-6259",6259,"4/25/18 third",""
"589","Hemato","","33-G08","",NA,NA,NA,"",NA,NA,"","NEG","2017-6260",6260,"",""
"590","Hemato","Unkn-31","32-F11","25.2",25.08,0.163,3060,"3.486",399,3345,"pos","pos","2017-6261",6261,"4/25/18 second",""
"591","Hemato","Unkn-31","32-F11","24.97",25.08,0.163,3630,"3.56",399,3345,"pos","pos","2017-6261",6261,"4/25/18 second",""
"592","Hemato","Unkn-19","31-D12","30.89",30.99,0.147,84.7,"1.928",8.29,78.8,"pos","pos","2017-6262",6262,"4/24/18 second",""
"593","Hemato","Unkn-19","31-D12","31.1",30.99,0.147,72.9,"1.863",8.29,78.8,"pos","pos","2017-6262",6262,"4/24/18 second",""
"594","Hemato","Unkn-09","33-C01","31.47",31.55,0.12,31.1,"1.492",2.56,29.25,"pos","pos","2017-6263",6263,"4/25/18 second",""
"595","Hemato","Unkn-09","33-C01","31.64",31.55,0.12,27.4,"1.438",2.56,29.25,"pos","pos","2017-6263",6263,"4/25/18 second",""
"596","Hemato","Unkn-19","33-C04","N/A",0,0,0,"N/A",0,1.02,"neg","neg","2017-6264",6264,"4/25/18 second",""
"597","Hemato","Unkn-19","33-C04","35.19",35.19,0,2.04,"0.31",0,1.02,"neg","neg","2017-6264",6264,"4/25/18 second",""
"598","Hemato","Unkn-01","33-F04","33",33.25,0.354,19.4,"1.288",4.1,16.5,"pos","pos","2017-6265",6265,"4/25/18 third",""
"599","Hemato","Unkn-01","33-F04","33.5",33.25,0.354,13.6,"1.134",4.1,16.5,"pos","pos","2017-6265",6265,"4/25/18 third",""
"600","Hemato","Unkn-20","33-E05","28.68",28.96,0.392,239,"2.378",56.3,199,"pos","pos","2017-6266",6266,"4/25/18 second",""
"601","Hemato","Unkn-20","33-E05","29.24",28.96,0.392,159,"2.202",56.3,199,"pos","pos","2017-6266",6266,"4/25/18 second",""
"602","Hemato","Unkn-05","33-D04","35.75",35.62,0.175,1.36,"0.133",0.19,1.495,"neg","neg","2017-6267",6267,"4/25/18 second",""
"603","Hemato","Unkn-05","33-D04","35.5",35.62,0.175,1.63,"0.211",0.19,1.495,"neg","neg","2017-6267",6267,"4/25/18 second",""
"604","Hemato","Unkn-33","33-A03","N/A",0,0,0,"N/A",0,0.193,"neg","neg","2017-6268",6268,"4/25/18 second",""
"605","Hemato","Unkn-33","33-A03","37.47",37.47,0,0.386,"-0.414",0,0.193,"neg","neg","2017-6268",6268,"4/25/18 second",""
"606","Hemato","Unkn-39","33-D01","28.37",28.61,0.339,301,"2.478",63,256.5,"pos","pos","2017-6269",6269,"4/25/18 second",""
"607","Hemato","Unkn-39","33-D01","28.85",28.61,0.339,212,"2.325",63,256.5,"pos","pos","2017-6269",6269,"4/25/18 second",""
"608","Hemato","Unkn-16","32-F01","24.83",25.05,0.324,4020,"3.604",810,3445,"pos","pos","2017-6270",6270,"4/25/18 second",""
"609","Hemato","Unkn-16","32-F01","25.28",25.05,0.324,2870,"3.458",810,3445,"pos","pos","2017-6270",6270,"4/25/18 second",""
"610","Hemato","Unkn-10","32-D01","35.86",35.54,0.455,2.29,"0.36",0.933,2.95,"neg","neg","2017-6271",6271,"4/24/18 third","poor run but out of DNA"
"611","Hemato","Unkn-10","32-D01","35.22",35.54,0.455,3.61,"0.558",0.933,2.95,"neg","neg","2017-6271",6271,"4/24/18 third","poor run but out of DNA"
"612","Hemato","Unkn-13","32-B03","37.22",37.03,0.276,2.09,"0.319",0.457,2.41,"neg","neg","2017-6272",6272,"4/25/18 first",""
"613","Hemato","Unkn-13","32-B03","36.83",37.03,0.276,2.73,"0.436",0.457,2.41,"neg","neg","2017-6272",6272,"4/25/18 first",""
"614","Hemato","Unkn-17","32-A01","20.59",20.54,0.067,204000,"5.31",9730,211000,"pos","pos","2017-6273",6273,"4/25/18 first",""
"615","Hemato","Unkn-17","32-A01","20.5",20.54,0.067,218000,"5.338",9730,211000,"pos","pos","2017-6273",6273,"4/25/18 first",""
"616","Hemato","Unkn-14","32-C02","25.34",25.11,0.317,7670,"3.885",1970,9085,"pos","pos","2017-6274",6274,"4/25/18 first",""
"617","Hemato","Unkn-14","32-C02","24.89",25.11,0.317,10500,"4.02",1970,9085,"pos","pos","2017-6274",6274,"4/25/18 first",""
"618","Hemato","","32-H07","",NA,NA,NA,"",NA,NA,"","NEG","2017-6275",6275,"","out of DNA"
"619","Hemato","Unkn-24","30-H04","38.08",38.1,0,0.724,"-1.40E-01",0,0.362,"neg","neg","2017-6276",6276,"4/25/18 fourth",""
"620","Hemato","Unkn-24","30-H04","N/A",0,0,0,"N/A",0,0.362,"neg","neg","2017-6276",6276,"4/25/18 fourth",""
"621","Hemato","Unkn-11","32-E12","34.64",33.73,1.289,3.05,"0.484",6.04,7.325,"neg","pos","2017-6277",6277,"4/25/18 second","iffy, inhibition??; 32-E12 (unk 11) has 2ul DNA in C1 & 1 ul in C2 well."
"622","Hemato","Unkn-11","32-E12","32.82",33.73,1.289,11.6,"1.064",6.04,7.325,"pos","pos","2017-6277",6277,"4/25/18 second","iffy, inhibition??; 32-E12 (unk 11) has 2ul DNA in C1 & 1 ul in C2 well."
"623","Hemato","Unkn-35","33-E09","21.64",21.65,0.019,41500,"4.618",571,23422.5,"pos","pos","2017-6278",6278,"4/25/18 second",""
"624","Hemato","Unkn-35","33-E09","21.66",21.65,0.019,40700,"4.609",571,23422.5,"pos","pos","2017-6278",6278,"4/25/18 second",""
"625","Hemato","Unkn-22","37-E02","25.06",25.18,0.174,6250,"3.796",716,23422.5,"pos","pos","2017-6278",6278,"3/29/18 second",""
"626","Hemato","Unkn-22","37-E02","25.3",25.18,0.174,5240,"3.719",716,23422.5,"pos","pos","2017-6278",6278,"3/29/18 second",""
"627","Hemato","Unkn-13","30-E12","28.04",28,0.094,894,"2.95E+00",62.8,747,"pos","pos","2017-6279",6279,"4/25/18 fourth",""
"628","Hemato","Unkn-13","30-E12","27.91",28,0.094,983,"2.99E+00",62.8,747,"pos","pos","2017-6279",6279,"4/25/18 fourth",""
"629","Hemato","Unkn-12","37-C02","28.61",28.44,0.242,488,"2.688",96,747,"pos","pos","2017-6279",6279,"3/29/18 second",""
"630","Hemato","Unkn-12","37-C02","28.27",28.44,0.242,623,"2.795",96,747,"pos","pos","2017-6279",6279,"3/29/18 second",""
"631","Hemato","","32-H06","",NA,NA,NA,"",NA,NA,"","NEG","2017-6280",6280,"","out of DNA"
"632","Hemato","","32-G01","",NA,NA,NA,"",NA,NA,"","POS","2017-6281",6281,"","out of DNA"
"633","Hemato","Unkn-32","32-E08","35.67",35.97,0.434,3.02,"4.80E-01",0.753,2.485,"neg","neg","2017-6282",6282,"4/27/18 2nd",""
"634","Hemato","Unkn-32","32-E08","36.28",35.97,0.434,1.95,"2.91E-01",0.753,2.485,"neg","neg","2017-6282",6282,"4/27/18 2nd",""
