"","FRP","Uniq_ID","trtmnt_tank","sample_day","infection_status","maturity","tube_number","Test_Date","Original_sample_conc_ng.ul","total_sample_vol_ul","total_yield_ng"
"383",6152,"6152_467_26","ambient",26,0,"M","467-1","8/9/18 13:04","Out of range",10,"#VALUE!"
"384",6155,"6155_476_26","ambient",26,1,"I","476-1","4/6/18 14:03","0",35,"0"
"385",6158,"6158_483_26","ambient",26,1,"I","483-1","8/9/18 13:05","Out of range",10,"#VALUE!"
"386",6159,"6159_508_26","ambient",26,1,"I","508-1","3/26/18 13:35","0",35,"0"
"387",6161,"6161_512_26","ambient",26,0,"M","512-1","8/9/18 13:06","Out of range",10,"#VALUE!"
"388",6165,"6165_469_26","ambient",26,0,"I","469-1","3/28/18 14:17","5.16",35,"180.6"
"389",6166,"6166_496_26","ambient",26,0,"I","496-1","4/25/18 14:21","5.88",35,"205.8"
"390",6168,"6168_466_26","ambient",26,1,"I","466-1",NA,NA,NA,NA
"391",6169,"6169_486_26","ambient",26,1,"I","486-1",NA,NA,NA,NA
"392",6170,"6170_516_26","ambient",26,1,"I","516-1",NA,NA,NA,NA
"393",6176,"6176_490_26","ambient",26,0,"M","490-1","8/9/18 13:05","Out of range",10,"#VALUE!"
"394",6179,"6179_515_26","ambient",26,0,"M","515-1",NA,NA,NA,NA
"395",6181,"6181_470_26","ambient",26,0,"I","470-1","4/28/18 15:43","5.28",35,"184.8"
"396",6182,"6182_462_26","ambient",26,1,"I","462-1",NA,NA,NA,NA
"397",6183,"6183_494_26","ambient",26,1,"I","494-1","5/1/18 17:59","2.66",35,"93.1"
"398",6184,"6184_513_26","ambient",26,1,"I","513-1","5/1/18 14:28","1.44",35,"50.4"
"399",6185,"6185_487_26","ambient",26,0,"I","487-1","4/28/18 15:43","3.51",35,"122.85"
"400",6186,"6186_510_26","ambient",26,0,"I","510-1","4/28/18 15:43","1.62",35,"56.7"
"401",6192,"6192_463_26","ambient",26,1,"I","463-1","5/1/18 14:28","2.83",35,"99.05"
"402",6193,"6193_482_26","ambient",26,1,"I","482-1","5/1/18 14:29","5.12",35,"179.2"
"403",6195,"6195_501_26","ambient",26,1,"I","501-1","5/1/18 18:00","3.41",35,"119.35"
"404",6201,"6201_478_26","ambient",26,1,"I","478-1",NA,NA,NA,NA
"405",6202,"6202_495_26","ambient",26,1,"I","495-1","8/9/18 13:06","Out of range",10,"#VALUE!"
"406",6205,"6205_475_26","ambient",26,0,"I","475-1","8/9/18 13:04","Out of range",10,"#VALUE!"
"407",6206,"6206_509_26","ambient",26,1,"I","509-1","8/9/18 13:06","Out of range",10,"#VALUE!"
"408",6211,"6211_481_26","ambient",26,1,"I","481-1","8/9/18 13:05","Out of range",10,"#VALUE!"
"409",6212,"6212_485_26","ambient",26,1,"I","485-1","8/9/18 13:05","5.52",10,"55.2"
"410",6213,"6213_506_26","ambient",26,0,"I","506-1",NA,NA,NA,NA
"411",6214,"6214_504_26","ambient",26,1,"I","504-1","5/2/18 13:08","15.5",35,"542.5"
"412",6107,"6107_471_26","ambient",26,0,"M","471-2",NA,NA,NA,NA
"413",6109,"6109_480_26","ambient",26,0,"I","480-2",NA,NA,NA,NA
"414",6110,"6110_488_26","ambient",26,0,"I","488-2",NA,NA,NA,NA
"415",6111,"6111_468_26","ambient",26,1,"I","468-2",NA,NA,NA,NA
"416",6112,"6112_499_26","ambient",26,0,"I","499-2",NA,NA,NA,NA
"417",6114,"6114_484_26","ambient",26,1,"I","484-2",NA,NA,NA,NA
"418",6115,"6115_514_26","ambient",26,1,"I","514-2",NA,NA,NA,NA
"419",6121,"6121_472_26","ambient",26,1,"I","472-2",NA,NA,NA,NA
"420",6122,"6122_489_26","ambient",26,1,"I","489-2",NA,NA,NA,NA
"421",6123,"6123_473_26","ambient",26,0,"I","473-2",NA,NA,NA,NA
"422",6124,"6124_464_26","ambient",26,0,"M","464-2",NA,NA,NA,NA
"423",6125,"6125_503_26","ambient",26,1,"I","503-2",NA,NA,NA,NA
"424",6127,"6127_497_26","ambient",26,0,"I","497-2",NA,NA,NA,NA
"425",6130,"6130_498_26","ambient",26,0,"I","498-2",NA,NA,NA,NA
"426",6131,"6131_507_26","ambient",26,0,"I","507-2",NA,NA,NA,NA
"427",6134,"6134_465_26","ambient",26,1,"I","465-2",NA,NA,NA,NA
"428",6135,"6135_492_26","ambient",26,1,"M","492-2",NA,NA,NA,NA
"429",6136,"6136_491_26","ambient",26,0,"M","491-2",NA,NA,NA,NA
"430",6137,"6137_500_26","ambient",26,1,"I","500-2",NA,NA,NA,NA
"431",6139,"6139_493_26","ambient",26,3,"M","493-2",NA,NA,NA,NA
"432",6142,"6142_474_26","ambient",26,0,"I","474-2",NA,NA,NA,NA
"433",6143,"6143_479_26","ambient",26,0,"M","479-2",NA,NA,NA,NA
"434",6144,"6144_477_26","ambient",26,1,"I","477-2",NA,NA,NA,NA
"435",6145,"6145_505_26","ambient",26,1,"I","505-2",NA,NA,NA,NA
"436",6146,"6146_502_26","ambient",26,0,"I","502-2",NA,NA,NA,NA
"437",6150,"6150_511_26","ambient",26,0,"M","511-2",NA,NA,NA,NA
"438",6152,"6152_467_26","ambient",26,0,"M","467-2",NA,NA,NA,NA
"439",6155,"6155_476_26","ambient",26,1,"I","476-2",NA,NA,NA,NA
"440",6158,"6158_483_26","ambient",26,1,"I","483-2",NA,NA,NA,NA
"441",6159,"6159_508_26","ambient",26,1,"I","508-2",NA,NA,NA,NA
"442",6161,"6161_512_26","ambient",26,0,"M","512-2",NA,NA,NA,NA
"443",6165,"6165_469_26","ambient",26,0,"I","469-2","4/9/18 13:38","5.16",35,"180.6"
"444",6166,"6166_496_26","ambient",26,0,"I","496-2",NA,NA,NA,NA
"445",6168,"6168_466_26","ambient",26,1,"I","466-2",NA,NA,NA,NA
"446",6169,"6169_486_26","ambient",26,1,"I","486-2",NA,NA,NA,NA
"447",6170,"6170_516_26","ambient",26,1,"I","516-2",NA,NA,NA,NA
"448",6176,"6176_490_26","ambient",26,0,"M","490-2",NA,NA,NA,NA
"449",6179,"6179_515_26","ambient",26,0,"M","515-2",NA,NA,NA,NA
"450",6181,"6181_470_26","ambient",26,0,"I","470-2",NA,NA,NA,NA
