Trinity_ID,binary_sig
TRINITY_DN3857_c0_g1_i1,0
TRINITY_DN3858_c0_g1_i1,0
TRINITY_DN3859_c0_g1_i1,NA
TRINITY_DN3859_c0_g1_i10,NA
TRINITY_DN3859_c0_g1_i11,0
TRINITY_DN3859_c0_g1_i12,0
TRINITY_DN3859_c0_g1_i2,0
TRINITY_DN3859_c0_g1_i3,NA
TRINITY_DN3859_c0_g1_i5,NA
TRINITY_DN3859_c1_g1_i1,NA
TRINITY_DN386_c0_g1_i3,0
TRINITY_DN386_c0_g2_i1,0
TRINITY_DN386_c0_g3_i1,NA
TRINITY_DN3860_c0_g1_i1,NA
TRINITY_DN3861_c0_g1_i1,NA
TRINITY_DN3861_c0_g1_i2,NA
TRINITY_DN3862_c0_g1_i1,NA
TRINITY_DN3862_c0_g1_i2,0
TRINITY_DN3863_c0_g1_i1,0
TRINITY_DN3863_c0_g1_i2,0
TRINITY_DN3863_c0_g1_i3,0
TRINITY_DN3863_c0_g1_i4,0
TRINITY_DN3864_c0_g1_i1,0
TRINITY_DN3864_c0_g1_i2,0
TRINITY_DN3864_c0_g1_i3,0
TRINITY_DN3865_c0_g1_i1,0
TRINITY_DN3865_c0_g1_i2,0
TRINITY_DN3865_c0_g1_i3,0
TRINITY_DN3866_c0_g1_i1,0
TRINITY_DN3866_c0_g1_i2,0
TRINITY_DN3867_c0_g1_i1,0
TRINITY_DN3868_c0_g1_i1,NA
TRINITY_DN3868_c0_g1_i2,NA
TRINITY_DN3868_c0_g1_i3,NA
TRINITY_DN3868_c0_g1_i5,NA
TRINITY_DN3868_c0_g1_i7,NA
TRINITY_DN3868_c0_g1_i8,NA
TRINITY_DN3868_c0_g2_i1,NA
TRINITY_DN3869_c0_g1_i1,0
TRINITY_DN387_c0_g1_i10,NA
TRINITY_DN387_c0_g1_i12,NA
TRINITY_DN387_c0_g1_i2,0
TRINITY_DN387_c0_g1_i3,0
TRINITY_DN387_c0_g1_i4,NA
TRINITY_DN387_c0_g1_i5,0
TRINITY_DN387_c0_g1_i8,NA
TRINITY_DN387_c0_g1_i9,NA
TRINITY_DN387_c0_g2_i1,0
TRINITY_DN387_c0_g2_i2,0
TRINITY_DN3870_c0_g1_i1,0
TRINITY_DN3871_c1_g1_i1,0
TRINITY_DN3872_c0_g1_i1,NA
TRINITY_DN3872_c0_g1_i2,NA
TRINITY_DN3872_c0_g1_i3,0
TRINITY_DN3872_c0_g1_i4,0
TRINITY_DN3872_c0_g1_i5,NA
TRINITY_DN3872_c0_g1_i6,0
TRINITY_DN3873_c0_g1_i1,0
TRINITY_DN3873_c0_g1_i10,0
TRINITY_DN3873_c0_g1_i2,0
TRINITY_DN3873_c0_g1_i3,0
TRINITY_DN3873_c0_g1_i6,0
TRINITY_DN3873_c0_g1_i7,0
TRINITY_DN3873_c0_g1_i8,0
TRINITY_DN3874_c0_g1_i1,0
TRINITY_DN3875_c0_g1_i1,0
TRINITY_DN3875_c0_g1_i2,0
TRINITY_DN3875_c0_g1_i3,0
TRINITY_DN3875_c0_g1_i4,0
TRINITY_DN3876_c0_g1_i1,0
TRINITY_DN3876_c0_g2_i1,0
TRINITY_DN3876_c0_g3_i1,NA
TRINITY_DN3876_c0_g4_i1,NA
TRINITY_DN3876_c1_g1_i1,0
TRINITY_DN3877_c0_g1_i1,0
TRINITY_DN3878_c0_g1_i2,0
TRINITY_DN3878_c0_g1_i3,NA
TRINITY_DN3879_c0_g1_i1,0
TRINITY_DN388_c0_g1_i1,0
TRINITY_DN3880_c0_g2_i1,0
TRINITY_DN3880_c0_g2_i3,0
TRINITY_DN3880_c0_g3_i1,NA
TRINITY_DN3880_c0_g4_i1,NA
TRINITY_DN3880_c0_g4_i2,0
TRINITY_DN3881_c0_g1_i1,1
TRINITY_DN3882_c0_g1_i1,1
TRINITY_DN3883_c0_g1_i1,NA
TRINITY_DN3883_c0_g1_i2,0
TRINITY_DN3883_c0_g1_i3,0
TRINITY_DN3883_c0_g2_i1,0
TRINITY_DN3884_c0_g1_i1,0
TRINITY_DN3885_c0_g1_i1,0
TRINITY_DN3885_c0_g1_i2,0
TRINITY_DN3886_c0_g1_i1,0
TRINITY_DN3887_c0_g1_i1,0
TRINITY_DN3887_c0_g1_i2,0
TRINITY_DN3888_c0_g1_i1,NA
TRINITY_DN3888_c0_g1_i4,NA
TRINITY_DN3888_c0_g1_i5,NA
TRINITY_DN3888_c0_g1_i6,0
TRINITY_DN3888_c0_g1_i7,NA
TRINITY_DN3889_c0_g1_i1,0
TRINITY_DN3889_c0_g1_i2,0
TRINITY_DN3889_c0_g1_i3,NA
TRINITY_DN3889_c0_g1_i4,0
TRINITY_DN3889_c1_g1_i1,0
TRINITY_DN389_c0_g1_i1,0
TRINITY_DN389_c0_g1_i2,0
TRINITY_DN389_c0_g1_i4,0
TRINITY_DN389_c0_g1_i5,0
TRINITY_DN389_c0_g1_i8,0
TRINITY_DN389_c1_g1_i1,0
TRINITY_DN3890_c0_g1_i1,0
TRINITY_DN3891_c0_g1_i3,0
TRINITY_DN3891_c0_g1_i4,0
TRINITY_DN3892_c0_g1_i1,0
TRINITY_DN3893_c0_g1_i1,0
TRINITY_DN3893_c0_g1_i2,NA
TRINITY_DN3894_c0_g1_i3,NA
TRINITY_DN3894_c0_g1_i6,NA
TRINITY_DN3894_c0_g1_i7,NA
TRINITY_DN3894_c0_g1_i8,NA
TRINITY_DN3895_c0_g1_i1,0
TRINITY_DN3896_c0_g1_i1,0
TRINITY_DN3896_c0_g1_i4,0
TRINITY_DN3896_c0_g1_i5,0
TRINITY_DN3897_c0_g1_i1,0
TRINITY_DN3897_c0_g1_i2,NA
TRINITY_DN3898_c0_g1_i2,0
TRINITY_DN3898_c0_g1_i3,0
TRINITY_DN3898_c0_g1_i4,NA
TRINITY_DN3898_c1_g1_i1,0
TRINITY_DN3898_c1_g2_i1,0
TRINITY_DN3899_c0_g1_i1,0
TRINITY_DN39_c0_g1_i1,0
TRINITY_DN39_c0_g1_i2,NA
TRINITY_DN39_c0_g2_i1,0
TRINITY_DN39_c0_g2_i2,0
TRINITY_DN39_c0_g2_i3,0
TRINITY_DN390_c0_g1_i1,0
TRINITY_DN390_c0_g1_i2,NA
TRINITY_DN390_c0_g1_i4,0
TRINITY_DN3900_c0_g1_i2,NA
TRINITY_DN3900_c0_g1_i3,NA
TRINITY_DN3900_c1_g1_i1,NA
TRINITY_DN3901_c0_g1_i1,0
TRINITY_DN3902_c0_g1_i1,NA
TRINITY_DN3902_c0_g1_i2,NA
TRINITY_DN3902_c0_g1_i4,NA
TRINITY_DN3902_c0_g1_i5,NA
TRINITY_DN3902_c0_g2_i1,NA
TRINITY_DN3903_c0_g1_i1,0
TRINITY_DN3903_c0_g1_i2,NA
TRINITY_DN3903_c0_g1_i4,NA
TRINITY_DN3903_c0_g2_i2,0
TRINITY_DN3904_c0_g1_i1,NA
TRINITY_DN3905_c0_g1_i1,0
TRINITY_DN3905_c0_g1_i2,NA
TRINITY_DN3905_c0_g2_i1,NA
TRINITY_DN3906_c0_g1_i1,NA
TRINITY_DN3906_c0_g1_i2,NA
TRINITY_DN3906_c0_g1_i4,NA
TRINITY_DN3907_c0_g1_i1,NA
TRINITY_DN3907_c0_g1_i2,0
TRINITY_DN3907_c0_g1_i3,NA
TRINITY_DN3907_c0_g1_i6,NA
TRINITY_DN3907_c0_g1_i7,NA
TRINITY_DN3907_c0_g1_i8,0
TRINITY_DN3907_c1_g1_i1,NA
TRINITY_DN3907_c1_g2_i1,NA
TRINITY_DN3907_c1_g2_i2,0
TRINITY_DN3907_c2_g1_i2,0
TRINITY_DN3908_c0_g1_i1,0
TRINITY_DN3908_c0_g1_i2,0
TRINITY_DN3909_c0_g1_i1,0
TRINITY_DN3909_c0_g1_i2,NA
TRINITY_DN391_c0_g1_i1,0
TRINITY_DN391_c0_g1_i2,0
TRINITY_DN391_c0_g1_i4,0
TRINITY_DN391_c0_g2_i1,0
TRINITY_DN391_c1_g1_i1,0
TRINITY_DN391_c1_g1_i2,0
TRINITY_DN391_c1_g1_i4,0
TRINITY_DN391_c1_g2_i1,0
TRINITY_DN391_c2_g1_i1,0
TRINITY_DN391_c4_g1_i1,0
TRINITY_DN391_c5_g1_i1,0
TRINITY_DN3910_c0_g1_i1,NA
TRINITY_DN3910_c0_g1_i2,0
TRINITY_DN3910_c0_g1_i3,NA
TRINITY_DN3911_c0_g1_i1,NA
TRINITY_DN3911_c0_g1_i2,0
TRINITY_DN3911_c1_g1_i1,NA
TRINITY_DN3911_c1_g1_i2,NA
TRINITY_DN3912_c0_g1_i2,NA
TRINITY_DN3912_c0_g1_i3,0
TRINITY_DN3912_c0_g1_i5,0
TRINITY_DN3912_c0_g1_i7,NA
TRINITY_DN3912_c0_g1_i8,NA
TRINITY_DN3913_c0_g1_i1,0
TRINITY_DN3914_c0_g1_i1,0
TRINITY_DN3914_c0_g1_i2,0
TRINITY_DN3915_c0_g1_i2,NA
TRINITY_DN3915_c0_g1_i3,NA
TRINITY_DN3915_c0_g1_i4,NA
TRINITY_DN3915_c0_g1_i5,0
TRINITY_DN3916_c0_g1_i10,NA
TRINITY_DN3916_c0_g1_i11,NA
TRINITY_DN3916_c0_g1_i14,NA
TRINITY_DN3916_c0_g1_i15,NA
TRINITY_DN3916_c0_g1_i16,NA
TRINITY_DN3916_c0_g1_i18,NA
TRINITY_DN3916_c0_g1_i19,NA
TRINITY_DN3916_c0_g1_i22,NA
TRINITY_DN3916_c0_g1_i25,NA
TRINITY_DN3916_c0_g1_i26,NA
TRINITY_DN3916_c0_g1_i27,NA
TRINITY_DN3916_c0_g1_i32,NA
TRINITY_DN3916_c0_g1_i33,NA
TRINITY_DN3916_c0_g1_i35,NA
TRINITY_DN3916_c0_g1_i40,NA
TRINITY_DN3916_c0_g1_i5,NA
TRINITY_DN3916_c0_g1_i7,NA
TRINITY_DN3916_c0_g1_i9,NA
TRINITY_DN3916_c0_g2_i1,NA
TRINITY_DN3917_c0_g1_i1,0
TRINITY_DN3918_c0_g1_i1,0
TRINITY_DN3918_c0_g2_i1,0
TRINITY_DN3918_c0_g2_i2,NA
TRINITY_DN3919_c1_g1_i1,0
TRINITY_DN392_c0_g1_i1,0
TRINITY_DN392_c0_g1_i4,NA
TRINITY_DN392_c0_g1_i5,0
TRINITY_DN392_c0_g1_i7,NA
TRINITY_DN3920_c0_g1_i1,NA
TRINITY_DN3920_c0_g1_i2,NA
TRINITY_DN3920_c0_g1_i3,NA
TRINITY_DN3920_c0_g1_i4,0
TRINITY_DN3920_c0_g1_i5,NA
TRINITY_DN3920_c0_g1_i6,NA
TRINITY_DN3920_c0_g1_i7,0
TRINITY_DN3920_c0_g1_i8,NA
TRINITY_DN3921_c0_g1_i1,NA
TRINITY_DN3921_c0_g1_i2,0
TRINITY_DN3922_c0_g1_i1,0
TRINITY_DN3923_c0_g1_i2,NA
TRINITY_DN3924_c0_g1_i1,0
TRINITY_DN3924_c0_g1_i2,NA
TRINITY_DN3924_c0_g1_i3,NA
TRINITY_DN3925_c0_g1_i1,0
TRINITY_DN3925_c0_g2_i1,0
TRINITY_DN3926_c0_g1_i1,0
TRINITY_DN3927_c0_g1_i1,0
TRINITY_DN3927_c0_g1_i3,0
TRINITY_DN3927_c0_g1_i5,0
TRINITY_DN3927_c0_g1_i7,NA
TRINITY_DN3928_c0_g1_i2,NA
TRINITY_DN3928_c0_g1_i3,NA
TRINITY_DN3928_c0_g1_i4,0
TRINITY_DN3928_c0_g1_i5,0
TRINITY_DN3928_c0_g1_i6,NA
TRINITY_DN3928_c0_g1_i7,NA
TRINITY_DN3928_c0_g1_i8,NA
TRINITY_DN3929_c0_g1_i1,0
TRINITY_DN393_c0_g1_i1,NA
TRINITY_DN393_c0_g1_i2,NA
TRINITY_DN393_c0_g1_i3,0
TRINITY_DN393_c0_g1_i4,0
TRINITY_DN393_c0_g1_i5,NA
TRINITY_DN393_c0_g1_i6,0
TRINITY_DN3930_c0_g1_i1,0
TRINITY_DN3930_c0_g1_i2,NA
TRINITY_DN3931_c0_g1_i1,NA
TRINITY_DN3932_c0_g1_i1,NA
TRINITY_DN3933_c0_g1_i1,0
TRINITY_DN3933_c0_g1_i2,0
TRINITY_DN3933_c0_g2_i1,0
TRINITY_DN3934_c0_g1_i1,0
TRINITY_DN3934_c0_g1_i3,NA
TRINITY_DN3935_c0_g1_i1,0
TRINITY_DN3936_c0_g1_i1,NA
TRINITY_DN3936_c0_g1_i2,0
TRINITY_DN3936_c0_g1_i4,NA
TRINITY_DN3936_c0_g1_i5,0
TRINITY_DN3937_c0_g1_i2,NA
TRINITY_DN3937_c0_g1_i3,NA
TRINITY_DN3937_c0_g1_i4,0
TRINITY_DN3938_c0_g1_i2,0
TRINITY_DN3939_c0_g1_i1,0
TRINITY_DN3939_c0_g1_i2,NA
TRINITY_DN394_c0_g1_i1,0
TRINITY_DN394_c0_g1_i10,0
TRINITY_DN394_c0_g1_i2,0
TRINITY_DN394_c0_g1_i4,0
TRINITY_DN394_c0_g1_i6,0
TRINITY_DN394_c0_g1_i7,0
TRINITY_DN394_c1_g1_i1,0
TRINITY_DN394_c1_g1_i2,0
TRINITY_DN394_c1_g2_i1,0
TRINITY_DN394_c1_g2_i2,0
TRINITY_DN394_c1_g2_i3,0
TRINITY_DN394_c2_g1_i1,NA
TRINITY_DN394_c2_g1_i2,0
TRINITY_DN394_c2_g1_i3,0
TRINITY_DN3940_c0_g1_i1,0
TRINITY_DN3941_c0_g1_i1,0
TRINITY_DN3942_c0_g1_i1,NA
TRINITY_DN3942_c0_g1_i2,0
TRINITY_DN3942_c0_g1_i3,NA
TRINITY_DN3942_c0_g1_i4,0
TRINITY_DN3943_c0_g1_i3,0
TRINITY_DN3943_c0_g1_i4,0
TRINITY_DN3943_c0_g1_i5,0
TRINITY_DN3944_c0_g1_i1,0
TRINITY_DN3945_c0_g1_i1,0
TRINITY_DN3945_c0_g1_i2,0
TRINITY_DN3946_c0_g1_i2,0
TRINITY_DN3946_c0_g1_i3,NA
TRINITY_DN3947_c0_g1_i1,0
TRINITY_DN3948_c0_g1_i1,0
TRINITY_DN3949_c0_g1_i1,0
TRINITY_DN3949_c0_g1_i2,0
TRINITY_DN395_c0_g1_i1,0
TRINITY_DN395_c0_g1_i10,0
TRINITY_DN395_c0_g1_i11,0
TRINITY_DN395_c0_g1_i12,NA
TRINITY_DN395_c0_g1_i15,0
TRINITY_DN395_c0_g1_i16,NA
TRINITY_DN395_c0_g1_i17,NA
TRINITY_DN395_c0_g1_i18,0
TRINITY_DN395_c0_g1_i2,0
TRINITY_DN395_c0_g1_i5,NA
TRINITY_DN395_c0_g1_i6,NA
TRINITY_DN395_c0_g1_i7,0
TRINITY_DN395_c0_g1_i8,0
TRINITY_DN395_c0_g1_i9,0
TRINITY_DN3951_c0_g1_i1,0
TRINITY_DN3951_c0_g1_i2,0
TRINITY_DN3952_c0_g1_i10,NA
TRINITY_DN3952_c0_g1_i13,NA
TRINITY_DN3952_c0_g1_i14,NA
TRINITY_DN3952_c0_g1_i17,NA
TRINITY_DN3952_c0_g1_i20,NA
TRINITY_DN3952_c0_g1_i24,NA
TRINITY_DN3952_c0_g1_i6,0
TRINITY_DN3952_c0_g1_i7,NA
TRINITY_DN3953_c0_g1_i1,NA
TRINITY_DN3953_c0_g1_i2,0
TRINITY_DN3953_c0_g1_i3,0
TRINITY_DN3954_c0_g1_i1,0
TRINITY_DN3954_c0_g1_i2,0
TRINITY_DN3955_c0_g1_i1,0
TRINITY_DN3955_c0_g1_i4,0
TRINITY_DN3956_c0_g1_i1,0
TRINITY_DN3956_c1_g1_i1,0
TRINITY_DN3956_c2_g1_i1,0
TRINITY_DN3956_c2_g1_i2,0
TRINITY_DN3956_c2_g1_i3,0
TRINITY_DN3957_c0_g1_i1,0
TRINITY_DN3957_c0_g1_i2,0
TRINITY_DN3958_c0_g1_i1,0
TRINITY_DN3959_c0_g1_i1,0
TRINITY_DN396_c0_g1_i1,0
TRINITY_DN3960_c0_g1_i1,NA
TRINITY_DN3960_c0_g1_i2,0
TRINITY_DN3961_c0_g1_i1,0
TRINITY_DN3961_c0_g1_i2,0
TRINITY_DN3962_c0_g1_i1,NA
TRINITY_DN3962_c0_g1_i10,0
TRINITY_DN3962_c0_g1_i11,0
TRINITY_DN3962_c0_g1_i12,0
TRINITY_DN3962_c0_g1_i15,NA
TRINITY_DN3962_c0_g1_i5,0
TRINITY_DN3962_c0_g1_i7,NA
TRINITY_DN3962_c1_g1_i1,NA
TRINITY_DN3962_c1_g1_i3,NA
TRINITY_DN3962_c1_g1_i5,NA
TRINITY_DN3962_c1_g1_i7,NA
TRINITY_DN3962_c1_g1_i8,NA
TRINITY_DN3962_c10_g1_i1,NA
TRINITY_DN3962_c7_g1_i1,NA
TRINITY_DN3962_c7_g1_i2,NA
TRINITY_DN3963_c0_g1_i1,0
TRINITY_DN3963_c0_g2_i2,0
TRINITY_DN3964_c0_g1_i1,0
TRINITY_DN3965_c0_g1_i1,0
TRINITY_DN3965_c0_g2_i1,0
TRINITY_DN3966_c0_g1_i1,0
TRINITY_DN3966_c1_g1_i2,0
TRINITY_DN3966_c1_g1_i4,0
TRINITY_DN3966_c1_g1_i5,NA
TRINITY_DN3967_c0_g1_i1,0
TRINITY_DN3967_c0_g1_i2,0
TRINITY_DN3968_c0_g1_i1,0
TRINITY_DN3968_c0_g1_i2,NA
TRINITY_DN3968_c0_g1_i3,0
TRINITY_DN3968_c0_g1_i4,0
TRINITY_DN3969_c0_g1_i2,0
TRINITY_DN3969_c0_g1_i3,0
TRINITY_DN3969_c0_g1_i5,NA
TRINITY_DN3969_c0_g1_i6,NA
TRINITY_DN3969_c0_g1_i8,NA
TRINITY_DN397_c0_g1_i1,0
TRINITY_DN397_c0_g1_i2,0
TRINITY_DN397_c0_g1_i3,0
TRINITY_DN397_c0_g1_i4,0
TRINITY_DN3970_c0_g1_i1,0
TRINITY_DN3971_c0_g1_i1,0
TRINITY_DN3972_c0_g1_i10,NA
TRINITY_DN3972_c0_g1_i11,NA
TRINITY_DN3972_c0_g1_i12,NA
TRINITY_DN3972_c0_g1_i2,NA
TRINITY_DN3972_c0_g1_i4,NA
TRINITY_DN3972_c0_g1_i6,NA
TRINITY_DN3973_c0_g1_i1,0
TRINITY_DN3973_c0_g1_i2,0
TRINITY_DN3974_c0_g1_i1,0
TRINITY_DN3974_c0_g1_i2,0
TRINITY_DN3974_c0_g2_i3,0
TRINITY_DN3975_c0_g1_i1,0
TRINITY_DN3975_c0_g1_i2,NA
TRINITY_DN3976_c0_g1_i1,NA
TRINITY_DN3976_c0_g2_i1,NA
TRINITY_DN3977_c0_g1_i1,0
TRINITY_DN3977_c0_g2_i1,NA
TRINITY_DN3977_c0_g2_i2,NA
TRINITY_DN3977_c0_g2_i3,NA
TRINITY_DN3978_c0_g1_i1,0
TRINITY_DN3978_c0_g1_i2,NA
TRINITY_DN3978_c0_g1_i4,NA
TRINITY_DN3979_c0_g1_i1,NA
TRINITY_DN3979_c0_g1_i2,NA
TRINITY_DN3979_c0_g1_i3,NA
TRINITY_DN398_c0_g1_i1,0
TRINITY_DN398_c0_g1_i2,0
TRINITY_DN3980_c0_g1_i1,NA
TRINITY_DN3980_c0_g1_i2,0
TRINITY_DN3981_c0_g1_i2,0
TRINITY_DN3982_c0_g1_i1,NA
TRINITY_DN3982_c0_g1_i3,0
TRINITY_DN3983_c0_g1_i2,0
TRINITY_DN3983_c0_g1_i3,0
TRINITY_DN3984_c0_g1_i1,0
TRINITY_DN3985_c0_g1_i1,0
TRINITY_DN3986_c0_g1_i3,NA
TRINITY_DN3986_c0_g1_i4,0
TRINITY_DN3987_c0_g1_i1,NA
TRINITY_DN3987_c0_g1_i2,0
TRINITY_DN3988_c0_g1_i1,NA
TRINITY_DN3988_c0_g1_i2,0
TRINITY_DN3988_c0_g1_i3,0
TRINITY_DN3988_c0_g1_i4,0
TRINITY_DN3988_c0_g1_i5,0
TRINITY_DN3988_c0_g1_i6,0
TRINITY_DN3988_c0_g1_i7,NA
TRINITY_DN3989_c0_g1_i1,0
TRINITY_DN3989_c0_g2_i1,NA
TRINITY_DN399_c0_g1_i1,0
TRINITY_DN399_c0_g1_i3,0
TRINITY_DN399_c0_g1_i4,NA
TRINITY_DN3990_c0_g1_i2,0
TRINITY_DN3990_c0_g1_i3,0
TRINITY_DN3990_c0_g1_i4,0
TRINITY_DN3991_c0_g1_i1,0
TRINITY_DN3991_c0_g1_i2,0
TRINITY_DN3991_c0_g1_i3,0
TRINITY_DN3992_c0_g1_i1,0
TRINITY_DN3992_c0_g1_i2,0
TRINITY_DN3993_c0_g1_i1,0
TRINITY_DN3994_c0_g1_i1,0
TRINITY_DN3994_c0_g1_i2,0
TRINITY_DN3995_c0_g1_i1,NA
TRINITY_DN3995_c0_g1_i2,NA
TRINITY_DN3995_c0_g1_i3,NA
TRINITY_DN3995_c0_g1_i4,NA
TRINITY_DN3995_c0_g1_i5,NA
TRINITY_DN3995_c0_g2_i1,NA
TRINITY_DN3995_c0_g2_i3,NA
TRINITY_DN3995_c0_g2_i4,NA
TRINITY_DN3995_c0_g2_i5,0
TRINITY_DN3995_c0_g2_i6,0
TRINITY_DN3996_c0_g1_i1,NA
TRINITY_DN3997_c0_g1_i1,0
TRINITY_DN3997_c0_g1_i2,0
TRINITY_DN3998_c0_g1_i1,0
TRINITY_DN3998_c0_g1_i3,NA
TRINITY_DN3998_c0_g1_i4,0
TRINITY_DN3999_c0_g1_i1,NA
TRINITY_DN3999_c0_g1_i2,NA
TRINITY_DN3999_c0_g1_i4,NA
TRINITY_DN3999_c0_g1_i6,NA
TRINITY_DN3999_c0_g1_i7,NA
TRINITY_DN3999_c0_g1_i8,0
TRINITY_DN3999_c0_g2_i1,NA
TRINITY_DN3999_c0_g2_i2,NA
TRINITY_DN3999_c0_g3_i1,NA
TRINITY_DN3999_c0_g3_i2,NA
TRINITY_DN3999_c0_g4_i1,NA
TRINITY_DN4_c0_g1_i1,0
TRINITY_DN4_c0_g1_i2,0
TRINITY_DN4_c0_g1_i3,0
TRINITY_DN40_c0_g1_i2,0
TRINITY_DN40_c0_g1_i3,NA
TRINITY_DN40_c0_g1_i4,0
TRINITY_DN40_c0_g1_i5,NA
TRINITY_DN40_c0_g1_i6,0
TRINITY_DN40_c0_g1_i7,NA
TRINITY_DN400_c0_g1_i1,0
TRINITY_DN400_c0_g2_i1,0
TRINITY_DN400_c0_g3_i1,0
TRINITY_DN400_c0_g3_i2,0
TRINITY_DN4000_c0_g1_i1,0
TRINITY_DN4001_c0_g1_i2,NA
TRINITY_DN4001_c0_g1_i5,0
TRINITY_DN4001_c0_g1_i6,NA
TRINITY_DN4001_c0_g1_i8,0
TRINITY_DN4001_c1_g1_i1,0
TRINITY_DN4001_c1_g1_i12,0
TRINITY_DN4001_c1_g1_i13,0
TRINITY_DN4001_c1_g1_i15,NA
TRINITY_DN4001_c1_g1_i17,NA
TRINITY_DN4001_c1_g1_i20,0
TRINITY_DN4001_c1_g1_i21,0
TRINITY_DN4001_c1_g1_i23,0
TRINITY_DN4001_c1_g1_i4,0
TRINITY_DN4001_c1_g1_i9,0
TRINITY_DN4001_c1_g2_i1,0
TRINITY_DN4001_c1_g3_i1,NA
TRINITY_DN4001_c2_g1_i1,NA
TRINITY_DN4002_c0_g1_i1,NA
TRINITY_DN4002_c0_g1_i2,NA
TRINITY_DN4002_c0_g1_i3,0
TRINITY_DN4003_c0_g1_i1,0
TRINITY_DN4004_c0_g1_i1,0
TRINITY_DN4004_c0_g1_i2,0
TRINITY_DN4004_c1_g1_i1,NA
TRINITY_DN4004_c1_g1_i10,0
TRINITY_DN4004_c1_g1_i11,0
TRINITY_DN4004_c1_g1_i13,NA
TRINITY_DN4004_c1_g1_i14,0
TRINITY_DN4004_c1_g1_i5,NA
TRINITY_DN4004_c1_g1_i7,0
TRINITY_DN4004_c1_g1_i8,0
TRINITY_DN4005_c0_g1_i1,0
TRINITY_DN4005_c0_g2_i1,0
TRINITY_DN4006_c0_g1_i1,0
TRINITY_DN4006_c0_g1_i2,0
TRINITY_DN4007_c0_g1_i1,NA
TRINITY_DN4007_c0_g1_i2,NA
TRINITY_DN4008_c0_g1_i1,0
TRINITY_DN4008_c0_g1_i2,0
TRINITY_DN4008_c0_g1_i4,0
TRINITY_DN4009_c0_g1_i1,0
TRINITY_DN401_c0_g1_i1,0
TRINITY_DN401_c0_g1_i10,0
TRINITY_DN401_c0_g1_i2,NA
TRINITY_DN401_c0_g1_i3,NA
TRINITY_DN401_c0_g1_i4,0
TRINITY_DN401_c0_g1_i5,NA
TRINITY_DN401_c0_g1_i6,0
TRINITY_DN401_c0_g1_i7,0
TRINITY_DN401_c0_g1_i8,1
TRINITY_DN401_c0_g1_i9,0
TRINITY_DN4010_c0_g1_i3,0
TRINITY_DN4011_c0_g1_i1,1
TRINITY_DN4011_c0_g2_i1,1
TRINITY_DN4012_c0_g1_i2,0
TRINITY_DN4013_c0_g1_i2,NA
TRINITY_DN4013_c0_g1_i4,0
TRINITY_DN4014_c0_g1_i1,0
TRINITY_DN4015_c0_g1_i2,NA
TRINITY_DN4015_c0_g1_i3,0
TRINITY_DN4016_c0_g1_i1,0
TRINITY_DN4016_c0_g1_i2,0
TRINITY_DN4017_c0_g1_i2,0
TRINITY_DN4017_c0_g1_i3,NA
TRINITY_DN4017_c0_g1_i5,NA
TRINITY_DN4018_c0_g1_i1,0
TRINITY_DN4018_c1_g1_i1,0
TRINITY_DN4018_c2_g1_i3,0
TRINITY_DN4018_c2_g1_i4,0
TRINITY_DN4018_c3_g1_i1,0
TRINITY_DN4018_c3_g1_i2,0
TRINITY_DN4018_c4_g1_i1,0
TRINITY_DN4018_c5_g1_i1,0
TRINITY_DN4019_c0_g1_i1,0
TRINITY_DN402_c0_g1_i11,0
TRINITY_DN402_c0_g1_i13,0
TRINITY_DN402_c0_g1_i15,0
TRINITY_DN402_c0_g1_i17,NA
TRINITY_DN402_c0_g1_i18,0
TRINITY_DN402_c0_g1_i19,0
TRINITY_DN402_c0_g1_i3,0
TRINITY_DN402_c0_g1_i7,0
TRINITY_DN402_c1_g1_i1,0
TRINITY_DN402_c1_g1_i2,0
TRINITY_DN402_c1_g1_i3,0
TRINITY_DN402_c1_g2_i1,0
TRINITY_DN4020_c0_g1_i1,0
TRINITY_DN4020_c0_g1_i2,0
TRINITY_DN4021_c0_g1_i1,NA
TRINITY_DN4021_c0_g1_i2,NA
TRINITY_DN4021_c0_g1_i4,NA
TRINITY_DN4022_c0_g1_i2,NA
TRINITY_DN4023_c0_g1_i1,0
TRINITY_DN4024_c0_g1_i1,0
TRINITY_DN4024_c1_g1_i1,0
TRINITY_DN4025_c0_g1_i3,0
TRINITY_DN4026_c0_g1_i1,0
TRINITY_DN4026_c0_g1_i2,0
TRINITY_DN4026_c0_g1_i5,0
TRINITY_DN4026_c0_g1_i6,NA
TRINITY_DN4026_c0_g1_i8,0
TRINITY_DN4026_c1_g1_i1,NA
TRINITY_DN4026_c1_g2_i1,NA
TRINITY_DN4027_c0_g1_i1,NA
TRINITY_DN4028_c0_g1_i1,NA
TRINITY_DN4028_c0_g1_i2,NA
TRINITY_DN4028_c0_g1_i3,NA
TRINITY_DN4028_c0_g1_i4,NA
TRINITY_DN4029_c0_g1_i1,NA
TRINITY_DN4029_c0_g1_i2,NA
TRINITY_DN403_c0_g1_i1,0
TRINITY_DN403_c0_g1_i2,NA
TRINITY_DN403_c0_g1_i3,0
TRINITY_DN4030_c0_g1_i2,0
TRINITY_DN4030_c0_g1_i3,NA
TRINITY_DN4031_c0_g1_i1,0
TRINITY_DN4032_c0_g1_i1,0
TRINITY_DN4032_c1_g1_i1,0
